input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,match_status,source_origin_country,source_birth_place,source_current_residence,source_wikidata_id,source_wiki_url,usable_for_network,triage_reason,promotion_source,promotion_reason
Rita Streich,Rita Streich,43f61d4d-bffc-4997-a319-580abe388a9b,DE,Person,soprano,auto_accept,Russia,Barnaul,Ascona,Q77741,https://en.wikipedia.org/wiki/Rita_Streich,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Alexander Malofeev,Alexander Malofeev,db406134-8a59-4096-a694-4677ec52a130,RU,Person,Russian Pianist,auto_accept,Russia,Moscow,Russia,Q18245585,https://en.wikipedia.org/wiki/Alexander_Malofeev,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dmitry Shishkin,Dmitry Shishkin,ad7850af-3840-4d89-9727-25dd7c2770cf,RU,Person,pianist,auto_accept,Russia,Chelyabinsk,Russia,Q24053154,https://en.wikipedia.org/wiki/Dmitry_Shishkin,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Arty,ARTY,52491cf4-55df-4d0f-b4d4-c3652f7e122d,RU,Person,"Russian producer and DJ, Artem Stoliarov",auto_accept,Russia,Engels,Russia,Q715890,https://en.wikipedia.org/wiki/Arty_(musician),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dana International,Dana International,f92469be-f755-433a-be19-8bd0c9040e5a,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q201204,https://en.wikipedia.org/wiki/Dana_International,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Gene Simmons,Gene Simmons,96a1182f-e8e6-4df6-a811-82cb67d4565c,US,Person,KISS bassist and vocalist,auto_accept,Israel,Tirat Carmel,New York City,Q207197,https://en.wikipedia.org/wiki/Gene_Simmons,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Itzhak Perlman,Itzhak Perlman,5e85f4f1-a491-4e63-9103-6065c5e997d4,US,Person,violinist and conductor,auto_accept,Israel,Jaffa,New York City,Q215905,https://en.wikipedia.org/wiki/Itzhak_Perlman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Eden Golan,Eden Golan,86a4c009-aee7-47bb-b1cf-a8db9d216916,IL,Person,,auto_accept,Israel,Kfar Saba,Israel,Q81436819,https://en.wikipedia.org/wiki/Eden_Golan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Noa Kirel,Noa Kirel,76a3b9fc-ebb1-44a7-86fc-aca8650320c2,IL,Person,Israeli singer,auto_accept,Israel,Ra'anana,Israel,Q43139030,https://en.wikipedia.org/wiki/Noa_Kirel,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Hillel Slovak,Hillel Slovak,e9abbfc9-6140-4fdc-ba65-eb6592533134,US,Person,,auto_accept,Israel,Haifa,Israel,Q186924,https://en.wikipedia.org/wiki/Hillel_Slovak,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Eden Alene,Eden Alene,1be7cde4-8c97-4a83-8a85-5fd251da4be8,IL,Person,Israeli singer,auto_accept,Israel,Jerusalem,Israel,Q64775156,https://en.wikipedia.org/wiki/Eden_Alene,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yasmin Levy,Yasmin Levy,856e486f-21f3-4203-a5d2-e30993988b38,IL,Person,,auto_accept,Israel,Jerusalem,Serbia,Q298202,https://en.wikipedia.org/wiki/Yasmin_Levy,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Pinchas Zukerman,Pinchas Zukerman,88b8d585-02c6-4ac7-b1ee-f160f83afa78,CA,Person,violinist/conductor,auto_accept,Israel,Tel Aviv,Israel,Q346204,https://en.wikipedia.org/wiki/Pinchas_Zukerman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ari Folman,Ari Folman,26d3d1ef-7048-423d-ac86-82dcbc810cad,IL,Person,,auto_accept,Israel,Haifa,Haifa,Q653645,https://en.wikipedia.org/wiki/Ari_Folman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yitzhak Yedid,Yitzhak Yedid,1982bc14-ecc0-4fe2-b175-cbe740b4fa85,IL,Person,,auto_accept,Israel,Jerusalem,Israel,Q2006195,https://en.wikipedia.org/wiki/Yitzhak_Yedid,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Hovi Star,Hovi Star,db0aa171-e62c-4289-ac57-62a4df81c351,,Person,ESC 2016,auto_accept,Israel,Kiryat Ata,Israel,Q23000844,https://en.wikipedia.org/wiki/Hovi_Star,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kobi Marimi,Kobi Marimi,10cec3ac-3803-45bd-a0e3-4c865c8394bd,IL,Person,israeli singer and actor,auto_accept,Israel,Ramat Gan,Tel Aviv,Q61711466,https://en.wikipedia.org/wiki/Kobi_Marimi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Daliah Lavi,Daliah Lavi,19faa9e3-6976-4baa-8e1a-db5212b18c2c,IL,Person,,auto_accept,Israel,Shavei Tzion,Israel,Q274158,https://en.wikipedia.org/wiki/Daliah_Lavi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ivry Gitlis,Ivry Gitlis,46b78de7-c0e2-4fb5-9d3f-395742e83437,FR,Person,violinist,auto_accept,Israel,Haifa,Paris,Q442010,https://en.wikipedia.org/wiki/Ivry_Gitlis,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Inon Zur,Inon Zur,ba23bac1-2b00-43fb-95e5-c3c0fd286e7e,US,Person,,auto_accept,Israel,Israel,Israel,Q933777,https://en.wikipedia.org/wiki/Inon_Zur,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Avishai Cohen,Avishai Cohen,17d78170-7194-4603-8dbb-ca1108430882,IL,Person,Israeli jazz bassist,auto_accept,Israel,Kabri,Israel,Q388320,https://en.wikipedia.org/wiki/Avishai_Cohen_(bassist),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Keren Ann,Keren Ann,8bb436cd-8fbf-48c6-9fc8-a172c27e24ba,IL,Person,singer-songwriter,auto_accept,Israel,Caesarea,Israel,Q262294,https://en.wikipedia.org/wiki/Keren_Ann,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Asaf Avidan,Asaf Avidan,5b9890b9-a2e8-4768-ad70-9f28bb81fc00,IL,Person,,auto_accept,Israel,Jerusalem,Pesaro,Q259788,https://en.wikipedia.org/wiki/Asaf_Avidan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ninet Tayeb,Ninet Tayeb,0278afe6-a670-4022-acc3-09c0519dea8c,US,Person,Ninet,auto_accept,Israel,Kiryat Gat,Israel,Q444518,https://en.wikipedia.org/wiki/Ninet_Tayeb,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Tal,Tal,0c7083e0-d1fd-426a-a663-2ee49de4093e,FR,Person,Israeli-French singer,auto_accept,Israel,Pardes Hanna-Karkur,France,Q453841,https://en.wikipedia.org/wiki/Tal_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Eliahu Inbal,Eliahu Inbal,a34fb252-833a-4fee-b53a-892428ad91d7,IL,Person,Israeli conductor,auto_accept,Israel,Jerusalem,Israel,Q695465,https://en.wikipedia.org/wiki/Eliahu_Inbal,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kamilya Jubran,Kamilya Jubran,b9b65add-f042-4a8d-bb05-4ac1317b3cd3,FR,Person,,auto_accept,Israel,Acre,France,Q1349848,https://en.wikipedia.org/wiki/Kamilya_Jubran,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ishtar,Ishtar,f98c6e06-a95a-4446-918f-c363f57695f8,FR,Person,"French-Israeli vocalist, singer of Alabina",auto_accept,Israel,Kiryat Ata,France,Q2048477,https://en.wikipedia.org/wiki/Ishtar_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Borgore,Borgore,215e2b5d-06f8-4c68-b33b-8fccec27a077,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q50674,https://en.wikipedia.org/wiki/Borgore,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Miri Ben-Ari,Miri Ben‐Ari,3e7d3eac-7789-493f-940d-8a4b8c14e72b,US,Person,,auto_accept,Israel,Tel Aviv,United States,Q269916,https://en.wikipedia.org/wiki/Miri_Ben-Ari,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Elyanna,Elyanna,bc563821-40ec-48e9-b0a0-4f41dc46a1f2,PS,Person,Palestinian-Chilean singer-songwriter,auto_accept,Israel,Nazareth,Israel,Q108124205,https://en.wikipedia.org/wiki/Elyanna,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Carmela Corren,Carmela Corren,ece3c620-2050-4d69-a750-1835e91f90c4,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q442706,https://en.wikipedia.org/wiki/Carmela_Corren,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Mor Karbasi,Mor Karbasi,ddadcc7a-4ab1-4e2d-9d0c-11bf4192a358,IL,Person,,auto_accept,Israel,Jerusalem,Israel,Q462158,https://en.wikipedia.org/wiki/Mor_Karbasi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Armand Amar,Armand Amar,e24fcdb1-425e-47ea-9fec-389296ee6bd9,FR,Person,,auto_accept,Israel,Jerusalem,France,Q2659446,https://en.wikipedia.org/wiki/Armand_Amar,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Oren Lavie,Oren Lavie,411f15e4-fdad-4d09-beca-0201c2e56727,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q532331,https://en.wikipedia.org/wiki/Oren_Lavie,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Cemal Reşit Rey,Cemal Reşit Rey,7fb4bb4e-dc6b-4353-8949-05f11cfb6dae,TR,Person,,auto_accept,Israel,Jerusalem,Ottoman Empire,Q1053284,https://en.wikipedia.org/wiki/Cemal_Re%C5%9Fit_Rey,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Gilad Atzmon,Gilad Atzmon,5ac3b93a-2336-4072-8e46-28cfcbdb9eb7,GB,Person,"British jazz saxophonist, novelist, political activist & writer",auto_accept,Israel,Tel Aviv,London,Q1389497,https://en.wikipedia.org/wiki/Gilad_Atzmon,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Rucka Rucka Ali,Rucka Rucka Ali,c626c2bb-8baa-4f7b-afb3-a0ee9fc5c6cc,US,Person,,auto_accept,Israel,Jerusalem,United States,Q3446620,https://en.wikipedia.org/wiki/Rucka_Rucka_Ali,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Offer Nissim,Offer Nissim,9da88e1f-94f7-48e3-a8c2-e969cb8cfcd7,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q2539564,https://en.wikipedia.org/wiki/Offer_Nissim,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Eddie Butler,Eddie Butler,d0c56799-2d14-4618-b18a-7985b82571fe,IL,Person,,auto_accept,Israel,Dimona,Israel,Q1282716,https://en.wikipedia.org/wiki/Eddie_Butler_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Abi Ofarim,Abi Ofarim,52034fde-b89c-44e1-ba68-d93df3a56aac,IL,Person,,auto_accept,Israel,Safed,Israel,Q320813,https://en.wikipedia.org/wiki/Abi_Ofarim,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lahav Shani,Lahav Shani,4607a34c-fa1e-4533-8148-d3439dbe8595,IL,Person,pianist/conductor,auto_accept,Israel,Tel Aviv,Berlin,Q41505182,https://en.wikipedia.org/wiki/Lahav_Shani,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Israel Yinon,Israel Yinon,3061cc82-ea80-4d2b-b856-f58fe47a2e2b,IL,Person,conductor,auto_accept,Israel,Kfar Saba,Israel,Q1674626,https://en.wikipedia.org/wiki/Israel_Yinon,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Subliminal,Subliminal,1af836b3-2e0f-4dc2-8a19-9fca99b5c3bb,DE,Person,German industrial/experimental rock,auto_accept,Israel,Tel Aviv,Israel,Q657013,https://en.wikipedia.org/wiki/Subliminal_(rapper),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sharon Bezaly,Sharon Bezaly,9091ade7-02a8-42b8-9fe5-78022a91398b,IL,Person,flutist,auto_accept,Israel,Tel Aviv,Sweden,Q269852,https://en.wikipedia.org/wiki/Sharon_Bezaly,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Chaya Czernowin,Chaya Czernowin,ea9c7004-fbf4-4f11-9942-5bc343084442,IL,Person,composer,auto_accept,Israel,Kiryat Chaim,San Diego,Q450870,https://en.wikipedia.org/wiki/Chaya_Czernowin,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dennis Lloyd,Dennis Lloyd,026c1c22-8d1c-473c-a33f-a27fd02d6975,IL,Person,,auto_accept,Israel,Tel Aviv,Portugal,Q51033104,https://en.wikipedia.org/wiki/Dennis_Lloyd,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Saint Levant,Saint Levant,015c8b7d-015b-4603-9792-18bb440178ac,,Person,Palestinian/French/Algerian/Serbian musician,auto_accept,Israel,Jerusalem,Los Angeles,Q116663665,https://en.wikipedia.org/wiki/Saint_Levant,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ilan Chester,Ilan Chester,9ee21580-2800-46ba-8d80-eff00e60f961,VE,Person,,auto_accept,Israel,Tel Aviv,Israel,Q2918727,https://en.wikipedia.org/wiki/Ilan_Chester,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Sharon Kam,Sharon Kam,8493c11f-7abf-4225-91e2-3f30cb031b7d,IL,Person,clarinetist,auto_accept,Israel,Haifa,Germany,Q273058,https://en.wikipedia.org/wiki/Sharon_Kam,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Uri Katzenstein,Uri Katzenstein,0b7971fd-8168-4bbc-936a-63f93b62dbaa,IL,Person,,auto_accept,Israel,Tel Aviv,University of Haifa,Q20392101,https://en.wikipedia.org/wiki/Uri_Katzenstein,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dotan,Dotan,d4be6874-2e8c-459a-972a-5293dded219e,NL,Person,Dutch‐Israeli singer‐songwriter,auto_accept,Israel,Jerusalem,Kingdom of the Netherlands,Q2789859,https://en.wikipedia.org/wiki/Dotan_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Samira Saraya,Samira Saraya,f50d8f20-8869-48d8-89b6-0cfcfbdb03d5,IL,Person,"Israeli musician, rapper, writer and actress",auto_accept,Israel,Haifa,Israel,Q30527170,https://en.wikipedia.org/wiki/Samira_Saraya,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Anat Cohen,Anat Cohen,fe935257-b7ef-47c1-a31e-ce678292c674,,Person,,auto_accept,Israel,Tel Aviv,New York City,Q168116,https://en.wikipedia.org/wiki/Anat_Cohen,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shulamit Ran,Shulamit Ran,5bec6cb9-b195-4e60-aa5b-3a0a612667c2,US,Person,Israeli-American composer,auto_accept,Israel,Tel Aviv,United States,Q1889606,https://en.wikipedia.org/wiki/Shulamit_Ran,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Matt Haimovitz,Matt Haimovitz,9bde975a-29a4-490c-83db-5707a9266559,IL,Person,cellist,auto_accept,Israel,Bat Yam,Canada,Q2900830,https://en.wikipedia.org/wiki/Matt_Haimovitz,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yaron Herman,Yaron Herman,fe018ccc-1943-4287-ac8b-2681e259e0f5,FR,Person,pianist,auto_accept,Israel,Tel Aviv,Paris,Q966881,https://en.wikipedia.org/wiki/Yaron_Herman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Pnina Salzman,Pnina Salzman,cf44d5d3-c963-4775-a7fc-8320132d2a91,IL,Person,pianist,auto_accept,Israel,Tel Aviv,Tel Aviv University,Q1972935,https://en.wikipedia.org/wiki/Pnina_Salzman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Shai Maestro,Shai Maestro,fe723bbb-47cc-4f42-830c-352f7b1fed81,IL,Person,,auto_accept,Israel,Israel,Israel,Q3481238,https://en.wikipedia.org/wiki/Shai_Maestro,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kobi Arad,Kobi Arad,3af629ac-eead-4999-9660-5f623e0cdf63,,Person,Israeli-American pianist,auto_accept,Israel,Haifa,Israel,Q28465757,https://en.wikipedia.org/wiki/Kobi_Arad,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Meital Dohan,Meital Dohan,182d1d48-750d-4481-853f-a8f4cabc0eb8,,,,auto_accept,Israel,Givatayim,Israel,Q431393,https://en.wikipedia.org/wiki/Meital_Dohan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Liel Kolet,Liel Kolet,a211d8a1-43b6-4fff-9f04-93c8b780faa2,,Person,Electronic vocalist,auto_accept,Israel,Kvutzat Kinneret,Israel,Q446072,https://en.wikipedia.org/wiki/Liel_Kolet,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Rivka Golani,Rivka Golani,46e5fe2b-bbd6-47cb-915c-c31ff69df072,IL,Person,Israeli-Canadian violist,auto_accept,Israel,Tel Aviv,Israel,Q1993134,https://en.wikipedia.org/wiki/Rivka_Golani,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kutiman,Kutiman,48e18c9b-371f-42e6-878d-633e25fa01fd,IL,Person,"Ophir Kutiel, Israeli musician",auto_accept,Israel,Jerusalem,Israel,Q939843,https://en.wikipedia.org/wiki/Kutiman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Noga Erez,Noga Erez,06479724-ee7d-471e-a3d4-4554330a0293,IL,Person,,auto_accept,Israel,Tel Aviv,Tel Aviv,Q40856678,https://en.wikipedia.org/wiki/Noga_Erez,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Omer Avital,Omer Avital,ea75d592-70c1-4d08-a0b5-a859ee576d78,US,Person,,auto_accept,Israel,Givatayim,Israel,Q2023299,https://en.wikipedia.org/wiki/Omer_Avital,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Omer Meir Wellber,Omer Meir Wellber,ecce23a8-051c-4239-b550-8d2028f802cd,IL,Person,,auto_accept,Israel,Beersheba,Israel,Q2023318,https://en.wikipedia.org/wiki/Omer_Meir_Wellber,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Noam Kaniel,Noam Kaniel,bca8a522-ff52-474f-8172-a5817d6172a1,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q2897062,https://en.wikipedia.org/wiki/Noam_Kaniel,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yoav Talmi,Yoav Talmi,705021d7-b97f-444b-b4e0-42e18821c15a,IL,Person,conductor and composer,auto_accept,Israel,Merhavia,Israel,Q2918939,https://en.wikipedia.org/wiki/Yoav_Talmi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Miriam Toukan,Miriam Toukan,a8e4bbbd-81ac-4731-b04f-f0b413d5fa5b,,Person,Israeli Christian Arab singer and peace activist.,auto_accept,Israel,I'billin,Haifa,Q6873436,https://en.wikipedia.org/wiki/Miriam_Toukan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ilan Volkov,Ilan Volkov,7af3ddf7-a524-453e-babe-c99910b44411,IL,Person,conductor,auto_accept,Israel,Tel Aviv,Israel,Q1658306,https://en.wikipedia.org/wiki/Ilan_Volkov,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Asher Fisch,Asher Fisch,8abbbcc2-bc04-4720-8bb2-806ac8025962,IL,Person,,auto_accept,Israel,Jerusalem,Israel,Q2866498,https://en.wikipedia.org/wiki/Asher_Fisch,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Liora,Liora,a20308a6-1d40-46fe-bf28-512cc4cfb30c,DE,Person,"German artist Liora Bels, née Mirnik",auto_accept,Israel,Ashkelon,Israel,Q1827317,https://en.wikipedia.org/wiki/Liora_(singer),True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dudu Fisher,Dudu Fisher,4c257dfc-aea8-470c-843b-6ccdb2d03703,IL,Person,Israeli cantor,auto_accept,Israel,Petah Tikva,Israel,Q2783534,https://en.wikipedia.org/wiki/Dudu_Fisher,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Avner Dorman,Avner Dorman,e457a318-b659-4467-ac08-544b8faa85f3,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q120785,https://en.wikipedia.org/wiki/Avner_Dorman,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Lior Shambadal,Lior Shambadal,213bbe85-e33a-42fa-b7cc-f9dd92fb0815,IL,Person,,auto_accept,Israel,Tel Aviv,Israel,Q382330,https://en.wikipedia.org/wiki/Lior_Shambadal,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dror Feiler,Dror Feiler,c5586e9a-afca-4ae6-985d-42c4ea053fe5,SE,Person,,auto_accept,Israel,Tel Aviv,Stockholm,Q1260343,https://en.wikipedia.org/wiki/Dror_Feiler,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Ofra Harnoy,Ofra Harnoy,3747f7a0-7dc7-4886-96a7-464ec2c596d8,CA,Person,cellist,auto_accept,Israel,Hadera,Canada,Q2627757,https://en.wikipedia.org/wiki/Ofra_Harnoy,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Arie Vardi,Arie Vardi,ae26b737-a119-4a32-af73-04cd9214be1b,IL,Person,pianist/conductor,auto_accept,Israel,Tel Aviv,Israel,Q3622545,https://en.wikipedia.org/wiki/Arie_Vardi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nami Melumad,Nami Melumad,3f118b8c-f298-417b-bedd-448b170db8b4,US,Person,film composer,auto_accept,Israel,Ramat Gan,Israel,Q16341114,https://en.wikipedia.org/wiki/Nami_Melumad,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Dan Ettinger,Dan Ettinger,8e17baf9-3e39-42d4-8956-f350e014d114,IL,Person,Israeli conductor,auto_accept,Israel,Holon,Israel,Q1159060,https://en.wikipedia.org/wiki/Dan_Ettinger,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Daniel Oren,Daniel Oren,0f39dcd0-af42-4010-9161-add581dcfce6,IL,Person,Israeli conductor,auto_accept,Israel,Tel Aviv,Israel,Q2294327,https://en.wikipedia.org/wiki/Daniel_Oren,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Linet,Linet,3c7af09d-c335-45d5-9352-176c4616b566,TR,Person,Turkish folk singer,auto_accept,Israel,Tel Aviv,Israel,Q6082980,https://en.wikipedia.org/wiki/Linet,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nir Zidkyahu,Nir Zidkyahu,fff4c9ff-6018-4da1-bebf-85e673f79a14,IL,Person,drummer,auto_accept,Israel,Rishon LeZion,Israel,Q377187,https://en.wikipedia.org/wiki/Nir_Z,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Rosi Golan,Rosi Golan,406ff146-022c-4206-b753-bf480d3259b0,,Person,,auto_accept,Israel,Netanya,United States,Q509181,https://en.wikipedia.org/wiki/Rosi_Golan,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Roni Ben-Hur,Roni Ben-Hur,f088566e-0022-4eb8-aba6-96a45b3944fb,IL,Person,Israeli jazz guitarist,auto_accept,Israel,Dimona,Teaneck,Q7365688,https://en.wikipedia.org/wiki/Roni_Ben-Hur,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yossi Green,Yossi Green,212fa907-2e60-444e-a09e-64ea86af5f13,US,Person,,auto_accept,Israel,Israel,United States,Q10956727,https://en.wikipedia.org/wiki/Yossi_Green,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Wissam Joubran,Wissam Joubran,6a7a2250-f266-469b-b353-a14cfc71e56b,,Person,,auto_accept,Israel,Nazareth,Israel,Q1624878,https://en.wikipedia.org/wiki/Wissam_Joubran,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Avi Benedi,Avi Benedi,6f9aa532-0c4d-44cd-9172-9a03a8e4cc97,AT,Person,"Ави Бенеди, אבי בנדי",auto_accept,Israel,Israel,Bulgaria,Q23640839,https://en.wikipedia.org/wiki/Avi_Benedi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
David Greilsammer,David Greilsammer,6b2bb2ce-9d44-48da-9efe-bf4b39a9d6da,IL,Person,,auto_accept,Israel,Jerusalem,Jerusalem,Q519901,https://en.wikipedia.org/wiki/David_Greilsammer,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Hofesh Shechter,Hofesh Shechter,083332c6-dcef-4689-939a-aa22ed7850b6,IL,Person,,auto_accept,Israel,Jerusalem,Jerusalem,Q3139052,https://en.wikipedia.org/wiki/Hofesh_Shechter,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Nitai Hershkovits,Nitai Hershkovits,5f9bac39-de3f-4d35-bbc9-0c43cb6bd47e,IL,Person,,auto_accept,Israel,Israel,Israel,Q19667178,https://en.wikipedia.org/wiki/Nitai_Hershkovits,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Meytal Cohen,Meytal Cohen,7285d7a5-f76d-4768-b15e-97272d8707f2,,Person,Drummer,auto_accept,Israel,Ramat Gan,Israel,Q1176409,https://en.wikipedia.org/wiki/Meytal_Cohen,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Adam Ben Ezra,Adam Ben Ezra,027b27ac-cb3f-40c8-8abb-aac46eaf16ef,,Person,"upright bass virtuoso, composer, multi-instrumentalist",auto_accept,Israel,Tel Aviv,Israel,Q20738970,https://en.wikipedia.org/wiki/Adam_Ben_Ezra,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
David Shallon,David Shallon,4eac2450-2994-40e6-a6e8-18eba5b9d8aa,IL,Person,conductor,auto_accept,Israel,Tel Aviv,Düsseldorf,Q1176612,https://en.wikipedia.org/wiki/David_Shallon,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Avi Ostrowsky,Avi Ostrowsky,0ff4ba5b-022c-4bd8-81ed-4b7299ec5831,,Person,,auto_accept,Israel,Givatayim,Israel,Q2897240,https://en.wikipedia.org/wiki/Avi_Ostrowsky,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Yaakov Shwekey,Yaakov Shwekey,b5792b6a-1561-4499-a9d3-82fa7f40b33f,US,Person,,auto_accept,Israel,Jerusalem,United States,Q2747854,https://en.wikipedia.org/wiki/Yaakov_Shwekey,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Victoria Hanna,Victoria Hanna,7f294ae9-da49-4dff-be02-699a0fd442e4,IL,Person,Israeli female vocalist,auto_accept,Israel,Jerusalem,Israel,Q6978632,https://en.wikipedia.org/wiki/Victoria_Hanna,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
Kobi Farhi,Kobi Farhi,eb185f9e-1304-4877-9e66-292100d48536,IL,Person,,auto_accept,Israel,Jaffa,Israel,Q25930476,https://en.wikipedia.org/wiki/Kobi_Farhi,True,Included: original match was auto_accept.,original_usable,Original high-confidence usable match
