input_artist_name,matched_name,mbid,musicbrainz_country,type,disambiguation,score,match_status,notes,source_name,source_wikidata_id,source_origin_country,source_birth_place,source_current_residence,source_wiki_url
Tomer Biran,תומר בירן,636a4bf0-7508-4823-9394-c3ff031ecf02,IL,Person,,100,review_needed,Candidate needs manual review.,Tomer Biran,Q99645315,Israel,Ofakim,Amsterdam,https://en.wikipedia.org/wiki/Tomer_Biran
Joshua Epstein,Joshua Epstein,d3a96539-65bb-4008-b384-5563c6c5c9d1,DE,Person,Israeli violinist,100,auto_accept,Very high score and near-exact name match.,Joshua Epstein,Q1708559,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Joshua_Epstein_(violinist)
Nir Yaniv,Nir,6c74729f-bd07-4eb0-b2b2-562e1fde54da,,,,100,review_needed,Candidate needs manual review.,Nir Yaniv,Q7039838,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Nir_Yaniv
Agam Berger,Agam,568e3147-820f-44dc-b4d0-fd155121a0e9,,Group,Indian progressive rock band,100,review_needed,Candidate is disambiguated and should be checked manually.,Agam Berger,Q129085924,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Kidnapping_of_Agam_Berger
Noa Eshkol,Noa,8c4ade2f-1b8e-4b87-a719-6a84c4eb1cd8,IL,Person,Israeli singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Noa Eshkol,Q3342495,Israel,Safed,Israel,https://en.wikipedia.org/wiki/Noa_Eshkol
Amnon Wolman,Amnon Wolman,c39e10d1-1d3b-4231-814d-8c30208cf5f2,IL,Person,Israeli composer,100,auto_accept,Very high score and near-exact name match.,Amnon Wolman,Q473772,Israel,Jerusalem,United States,https://en.wikipedia.org/wiki/Amnon_Wolman
Ron Nesher,רון נשר,f4dcf2fa-7328-4ecc-852b-2489cc2b7603,IL,Person,Israeli Rapper,100,review_needed,Candidate is disambiguated and should be checked manually.,Ron Nesher,Q40839113,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Ron_Nesher
Gilad Segev,גלעד שגב,b2fffd97-c4a0-402e-924c-613390081f98,IL,Person,,100,review_needed,Candidate needs manual review.,Gilad Segev,Q5560699,Israel,Ramat Gan,Israel,https://en.wikipedia.org/wiki/Gilad_Segev
Sun Tailor,סאן טיילור,b675fca9-43d1-455f-a6ed-f90c84fcf934,IL,Person,,100,review_needed,Candidate needs manual review.,Sun Tailor,Q7638539,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Sun_Tailor
Yuval Banai,יובל בנאי,2f1a2085-1215-4ab8-aad3-1779bdb60b3f,IL,Person,,100,review_needed,Candidate needs manual review.,Yuval Banai,Q8062147,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Yuval_Banai
Rotem Or,Totemo,5b9e6e72-411d-4704-8819-ac55d4dfa0e8,,Person,,100,review_needed,Candidate needs manual review.,Rotem Or,Q27926926,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Totemo
Sagiv Cohen,סגיב כהן,13e12c5a-96ff-40e2-8bbc-8986d966abba,IL,Person,,100,review_needed,Candidate needs manual review.,Sagiv Cohen,Q6915489,Israel,Pardes Hanna-Karkur,Israel,https://en.wikipedia.org/wiki/Sagiv_Cohen_(musician)
Amos Ettinger,Tori Amos,c0b2500e-0cef-4130-869d-732b23ed9df5,US,Person,,100,review_needed,Candidate needs manual review.,Amos Ettinger,Q6923320,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Amos_Ettinger
Eres Holz,Eres,9fa2795c-28f4-4ebd-a9f0-49a2f60534cb,,,,100,review_needed,Candidate needs manual review.,Eres Holz,Q1350029,Israel,Rehovot,Israel,https://en.wikipedia.org/wiki/Eres_Holz
Eytan Pessen,Eytan,69575e7b-321a-4c93-b0a0-3d1049f4a77b,,Person,"American singer, songwriter and producer : Ethan Arabov",100,review_needed,Candidate is disambiguated and should be checked manually.,Eytan Pessen,Q16194257,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Eytan_Pessen
Akiva Turgeman,עקיבא,dfe18ff7-9363-4f9d-883e-02159b2e54c5,IL,Person,Israeli musician,100,review_needed,Candidate is disambiguated and should be checked manually.,Akiva Turgeman,Q29512717,Israel,Dimona,Israel,https://en.wikipedia.org/wiki/Akiva_(singer)
Shlomi Bracha,שלומי ברכה,3151d335-a5b0-4442-8475-9344c35d9cf5,IL,Person,,100,review_needed,Candidate needs manual review.,Shlomi Bracha,Q7499559,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Shlomi_Bracha
Gilad Hekselman,Gilad Hekselman,606518a1-475d-4dc9-8f5c-8e0ebe499a41,IL,Person,jazz guitarist,100,auto_accept,Very high score and near-exact name match.,Gilad Hekselman,Q15452182,Israel,Kfar Saba,Israel,https://en.wikipedia.org/wiki/Gilad_Hekselman
Josh Macrae,Josh MacRae,bf57afe7-015f-4ce0-98f2-552b8f3a4934,GB,Person,Scottish folk singer,100,auto_accept,Very high score and near-exact name match.,Josh Macrae,Q1585533,Israel,Tel Aviv,United Kingdom,https://en.wikipedia.org/wiki/Josh_Macrae
Uriel Ofek,אוריאל אופק,2719ab27-6176-4b69-96b7-b4f6fc3078cb,IL,Person,,100,review_needed,Candidate needs manual review.,Uriel Ofek,Q7900594,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Uriel_Ofek
Ahuva Ozeri,אהובה עוזרי,e9cff8d6-046c-48e7-81de-7be87be1b694,IL,Person,,100,review_needed,Candidate needs manual review.,Ahuva Ozeri,Q12403471,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Ahuva_Ozeri
Yitzhak Klepter,יצחק קלפטר,650a52ba-f69a-403f-b089-00e9e6aaed39,IL,Person,,100,review_needed,Candidate needs manual review.,Yitzhak Klepter,Q12408281,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Yitzhak_Klepter
Yosef Karduner,יוסף קרדונר,0357fb79-87ef-4e98-a219-9a09ed39cd25,IL,Person,,100,review_needed,Candidate needs manual review.,Yosef Karduner,Q12408031,Israel,Petah Tikva,Israel,https://en.wikipedia.org/wiki/Yosef_Karduner
Yuval Dayan,יובל דיין,5a2ba6d9-d605-4c87-8cd4-efc80c43a4e3,IL,Person,,100,review_needed,Candidate needs manual review.,Yuval Dayan,Q12407897,Israel,Ashdod,Israel,https://en.wikipedia.org/wiki/Yuval_Dayan
Dalia Faitelson,Dalia Faitelson,4511b7ca-aeac-40c1-af5d-dae4a3fb6bde,DK,Person,,100,auto_accept,Very high score and near-exact name match.,Dalia Faitelson,Q50285670,Israel,Negev,Copenhagen,https://en.wikipedia.org/wiki/Dalia_Faitelson
Shem Tov Levi,שם טוב לוי,20d1949e-ee90-44ed-a26a-05a4d441bbaa,IL,Person,,100,review_needed,Candidate needs manual review.,Shem Tov Levi,Q12411789,Israel,Rehovot,Israel,https://en.wikipedia.org/wiki/Shem_Tov_Levi
Emanuel Vardi,Emanuel Vardi,427c3aad-1c2e-4c86-840f-69eec3c4c549,US,Person,,100,auto_accept,Very high score and near-exact name match.,Emanuel Vardi,Q2008845,Israel,Jerusalem,Ottoman Empire,https://en.wikipedia.org/wiki/Emanuel_Vardi
Maya Beiser,Maya Beiser,838f60ad-bed1-467c-ac23-302d12440fa4,US,Person,,100,auto_accept,Very high score and near-exact name match.,Maya Beiser,Q4081184,Israel,Gazit,United States,https://en.wikipedia.org/wiki/Maya_Beiser
Tamar Eisenman,תמר אייזנמן,1504aa19-c13b-4fb4-b29b-84e692acc59e,IL,Person,,100,review_needed,Candidate needs manual review.,Tamar Eisenman,Q21642444,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Tamar_Eisenman
Yuval Ron,Yuval Ron,197a2729-d5a2-4a89-9c31-13b910056ef3,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Yuval Ron,Q2602114,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Yuval_Ron
Ehud Asherie,Ehud Asherie,6eea2555-fb80-4b4b-bef0-bf665b4a87d2,US,Person,,100,auto_accept,Very high score and near-exact name match.,Ehud Asherie,Q1262385,Israel,Israel,United States,https://en.wikipedia.org/wiki/Ehud_Asherie
Talia Ishai,טליה ישי,618d1d3c-9b55-484a-a929-1e4cf4db03ad,IL,Person,,100,review_needed,Candidate needs manual review.,Talia Ishai,Q59622125,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Talia_Ishai
Eyran Katsenelenbogen,Eyran Katsenelenbogen,421aa8ba-bac8-4eb8-bd8a-13ed444ad4f6,US,Person,,100,auto_accept,Very high score and near-exact name match.,Eyran Katsenelenbogen,Q1385858,Israel,Israel,United States,https://en.wikipedia.org/wiki/Eyran_Katsenelenbogen
Sasson Ifram Shaulov,ששון איפרם שאולוב,b854e362-b5a9-4de4-81d2-7ef348d7b3fa,IL,Person,,100,review_needed,Candidate needs manual review.,Sasson Ifram Shaulov,Q122926523,Israel,Beit Shemesh,Israel,https://en.wikipedia.org/wiki/Sasson_Ifram_Shaulov
Oded Zehavi,עודד זהבי,9dd76e4a-a962-4ef6-a1db-074669c8e9ac,IL,Person,,100,review_needed,Candidate needs manual review.,Oded Zehavi,Q6785011,Israel,Jerusalem,University of Haifa,https://en.wikipedia.org/wiki/Oded_Zehavi
Daniel Gortler,Daniel Gortler,471b9df8-c3d4-4165-a414-4c57f7b5a8f1,IL,Person,pianist,100,auto_accept,Very high score and near-exact name match.,Daniel Gortler,Q5217318,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Daniel_Gortler
Rami Bar-Niv,Rami Bar-Niv,6cfaed95-3d49-41dc-a999-e251ac3501cf,,,,100,auto_accept,Very high score and near-exact name match.,Rami Bar-Niv,Q7289519,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Rami_Bar-Niv
Rinat Shaham,Rinat Shaham,90090418-d834-4c14-81b2-c01ae006ef8f,IL,Person,mezzo-soprano,100,auto_accept,Very high score and near-exact name match.,Rinat Shaham,Q2346947,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Rinat_Shaham
Adi Ran,עדי רן,067832b9-e20f-4c02-b0b3-8058e4e017c9,IL,Person,,100,review_needed,Candidate needs manual review.,Adi Ran,Q4682616,Israel,Ramat Gan,Israel,https://en.wikipedia.org/wiki/Adi_Ran
Assaf Kehati,Assaf Kehati,6e8226cb-b01a-4d91-8cc3-a258e0b16a5e,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Assaf Kehati,Q4808346,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Assaf_Kehati
Yoheved Kaplinsky,"Yoheved ""Veda"" Kaplinsky",586850f4-579a-4361-8a01-4dba0957d450,US,Person,pianist and piano teacher,100,auto_accept,High score and strong name similarity.,Yoheved Kaplinsky,Q8054492,Israel,Tel Aviv,United States,https://en.wikipedia.org/wiki/Yoheved_Kaplinsky
Ayal Adler,Ayal Adler,5ef60c41-091c-4f1b-862b-2752e5e9aa9b,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Ayal Adler,Q4830863,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Ayal_Adler
Chen Reiss,Chen Reiss,9292adda-2e2f-4d65-bf95-3339654aa521,IL,Person,soprano,100,auto_accept,Very high score and near-exact name match.,Chen Reiss,Q5090877,Israel,Holon,Greater London,https://en.wikipedia.org/wiki/Chen_Reiss
Daniella Lugassy,דניאלה לוגסי,eb5654db-65ef-43c9-bec8-8c0db971470c,IL,Person,,100,review_needed,Candidate needs manual review.,Daniella Lugassy,Q6803369,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Daniella_Lugassy
Yaniv D'Or,Yaniv d'Or,d791709b-3a62-4787-8d31-7bd5bd7f828b,IL,Person,countertenor,100,auto_accept,Very high score and near-exact name match.,Yaniv D'Or,Q16131484,Israel,Holon,Israel,https://en.wikipedia.org/wiki/Yaniv_d%27Or
Shira Shaked,שירה שקד,a3c45236-8d1a-4316-812a-906b60695bc2,IL,Person,,100,review_needed,Candidate needs manual review.,Shira Shaked,Q29144331,Israel,Israel,Tel Aviv,https://en.wikipedia.org/wiki/Shira_Shaked
Habib Hassan Touma,Habib Hassan Touma,ffd19345-58d6-42f1-9870-9d7662621aa1,DE,Person,,100,auto_accept,Very high score and near-exact name match.,Habib Hassan Touma,Q5636776,Israel,Nazareth,Israel,https://en.wikipedia.org/wiki/Habib_Hassan_Touma
Haim Tukachinsky,HAIM,aef06569-098f-4218-a577-b413944d9493,US,Group,US pop‐rock trio,100,review_needed,Candidate is disambiguated and should be checked manually.,Haim Tukachinsky,Q60693773,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Haim_Tukachinsky
Lior Goldenberg,Lior Goldenberg,f0175317-64e4-4545-8465-8862ae59dc0b,,Person,,100,auto_accept,Very high score and near-exact name match.,Lior Goldenberg,Q6556020,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Lior_Goldenberg
Ariel Lanyi,Ariel Lanyi,94ed4a5e-4758-45a5-9267-6c55712c21a1,GB,Person,pianist,100,auto_accept,Very high score and near-exact name match.,Ariel Lanyi,Q97218101,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Ariel_Lanyi
Moshe Zorman,משה זורמן,cf3922b6-451e-4518-b396-7f3006a6de57,IL,Person,,100,review_needed,Candidate needs manual review.,Moshe Zorman,Q6916195,Israel,Holon,Tel Aviv,https://en.wikipedia.org/wiki/Moshe_Zorman
Miki Geva,מיקי גבע,7600979a-c3a8-48f4-af75-9d17fa2a43d9,IL,Person,,100,review_needed,Candidate needs manual review.,Miki Geva,Q7049167,Israel,Kiryat Malachi,Israel,https://en.wikipedia.org/wiki/Miki_Geva
Ofer Ben-Amots,Ofer Ben-Amots,f383ae55-0b53-4627-9ca2-6910a03c02cf,,Person,Israeli-American composer,100,auto_accept,Very high score and near-exact name match.,Ofer Ben-Amots,Q7078859,Israel,Haifa,United States,https://en.wikipedia.org/wiki/Ofer_Ben-Amots
Roy Zu-Arets,רועי זוארץ,a48b2234-1032-4281-9854-53b0ef4a6b97,,Person,,100,review_needed,Candidate needs manual review.,Roy Zu-Arets,Q7373543,Israel,Tel Aviv,Tel Aviv,https://en.wikipedia.org/wiki/Roy_Zu-Arets
Shefi Yishai,שפי ישי,db7aceb6-136c-4692-bc92-cce0a5c71b2c,IL,Person,,100,review_needed,Candidate needs manual review.,Shefi Yishai,Q7492813,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Shefi_Yishai
Shmuel Barzilai,Shmuel Barzilai,d62c9a09-3253-429d-b59f-6b6770c219eb,AT,Person,,100,auto_accept,Very high score and near-exact name match.,Shmuel Barzilai,Q7499636,Israel,Jerusalem,Austria,https://en.wikipedia.org/wiki/Shmuel_Barzilai
Udi Davidi,אודי דוידי,c36266aa-7a11-4938-9617-0e98cab58539,IL,Person,,100,review_needed,Candidate needs manual review.,Udi Davidi,Q7877219,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Udi_Davidi
Uri Fineman,אורי פיינמן,f171fdc9-8622-4204-b0d9-691996b48870,IL,Person,,100,review_needed,Candidate needs manual review.,Uri Fineman,Q7900521,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Uri_Fineman
J.Views,J.Views,28bacb90-e70f-4219-b6e9-5ce0149facff,US,Person,,100,auto_accept,Very high score and near-exact name match.,J.Views,Q12403224,Israel,Israel,United States,https://en.wikipedia.org/wiki/J.Views
Nuḥ Ibrāhīm,Nuh,21e06151-6093-4a36-8e94-ee7d14e04d97,TR,Person,Turkish singer,100,review_needed,Candidate is disambiguated and should be checked manually.,Nuḥ Ibrāhīm,Q12249116,Israel,Jaffa,Mandatory Palestine,https://en.wikipedia.org/wiki/Nuh_Ibrahim
Yossi Reshef,Netaly Reshef,247c0c70-3cb1-46c5-afab-eb2da4516034,,Person,,100,review_needed,Candidate needs manual review.,Yossi Reshef,Q133289106,Israel,Jaffa,Germany,https://en.wikipedia.org/wiki/Yossi_Reshef
Yoav Eshed,Yoav Eshed,a7ab6c40-fd52-4fed-94a9-627dfad93dcb,,Person,,100,auto_accept,Very high score and near-exact name match.,Yoav Eshed,Q22347715,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Yoav_Eshed
Adam Basanta,Adam Basanta,ae30a954-53f6-479e-8a16-7e4fcbf019cd,CA,Person,,100,auto_accept,Very high score and near-exact name match.,Adam Basanta,Q25686122,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Adam_Basanta
Shaul Bustan,Shaul,f194307a-7280-4d6a-853e-8709dff151dd,,Person,,100,review_needed,Candidate needs manual review.,Shaul Bustan,Q25927218,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Shaul_Bustan
Issak Tavior,Issak,a402edf1-6083-42b5-9f1e-b598817c20d3,,Person,rap fr,100,review_needed,Candidate is disambiguated and should be checked manually.,Issak Tavior,Q28649280,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Issak_Tavior
Yonatan Gat,Yonatan Gat,5cb41b23-90fe-4228-a439-cb449714f72a,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Yonatan Gat,Q19957859,Israel,Tel Aviv,United States,https://en.wikipedia.org/wiki/Yonatan_Gat
Yam Refaeli,ים רפאלי,b4306cc7-73ca-423c-8602-fdc3372fcb29,IL,Person,,100,review_needed,Candidate needs manual review.,Yam Refaeli,Q94580212,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Yam_Refaeli
Yitzchak Meir Helfgot,Yitzchak Meir Helfgot,525de623-2577-439e-b630-03e9a8fa566c,,Person,Orthodox Jewish Cantor,100,auto_accept,Very high score and near-exact name match.,Yitzchak Meir Helfgot,Q7213181,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Yitzchak_Meir_Helfgot
Assif Tsahar,Assif Tsahar,ea17dbfc-f53d-4c3e-b96f-455b901b55c5,IL,Person,,100,auto_accept,Very high score and near-exact name match.,Assif Tsahar,Q2655560,Israel,Israel,Israel,https://en.wikipedia.org/wiki/Assif_Tsahar
Daniel Zamir,דניאל זמיר,29b9c026-3e14-4bf1-99a9-13274c847930,IL,Person,Israeli musician,100,review_needed,Candidate is disambiguated and should be checked manually.,Daniel Zamir,Q5219145,Israel,Petah Tikva,Israel,https://en.wikipedia.org/wiki/Daniel_Zamir
Eli Degibri,אלי דג׳יברי,6cdba100-0ade-4043-8da9-203cd9041c53,IL,Person,,100,review_needed,Candidate needs manual review.,Eli Degibri,Q5360204,Israel,Jaffa,Israel,https://en.wikipedia.org/wiki/Eli_Degibri
Alon Sariel,Alon Sariel,d1ae5de1-a8b5-4b2e-95d7-6f171ffb980e,IL,Person,Israeli mandolinist,100,auto_accept,Very high score and near-exact name match.,Alon Sariel,Q57240257,Israel,Beersheba,Beersheba,https://en.wikipedia.org/wiki/Alon_Sariel
The Drill,The Drill,6704135f-7a23-49f2-9a14-dfefd621f68a,,Person,"house, known for “The Drill”, “One More Night”",100,auto_accept,Very high score and near-exact name match.,The Drill,Q7731028,Israel,Haifa,United Kingdom,https://en.wikipedia.org/wiki/The_Drill_(band)
Amiram Cooper,עמירם קופר,5e0efe4a-da7c-4a7c-a317-8215a74302de,IL,Person,,100,review_needed,Candidate needs manual review.,Amiram Cooper,Q128286230,Israel,Haifa,Israel,https://en.wikipedia.org/wiki/Amiram_Cooper
Yoni Eilat,Yoni,9008ce99-4814-4590-b9a7-033a43fc3740,,Person,french rapper,100,review_needed,Candidate is disambiguated and should be checked manually.,Yoni Eilat,Q2895503,Israel,Kiryat Tiv'on,Israel,https://en.wikipedia.org/wiki/Yoni_Eilat
Israel Bar-On,ישראל בר און,16ac44f3-2376-4b60-9867-f9a67ce2d49b,IL,Person,,100,review_needed,Candidate needs manual review.,Israel Bar-On,Q2903937,Israel,Beersheba,Israel,https://en.wikipedia.org/wiki/Israel_Bar-On
Kobi Peretz,קובי פרץ,c2846918-fe1a-42e8-9445-8e74e3d8ed07,IL,Person,,100,review_needed,Candidate needs manual review.,Kobi Peretz,Q2907799,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Kobi_Peretz
Hanny Nahmias,Hanny,e0527a11-949d-434a-a0c5-39cfe35bddf9,NL,Person,Dutch ‘smartlappen’ artist,100,review_needed,Candidate is disambiguated and should be checked manually.,Hanny Nahmias,Q5649299,Israel,Tel Aviv,Israel,https://en.wikipedia.org/wiki/Hanny_Nahmias
Gavri Banai,יוסי בנאי,331edda3-a98d-422e-9b44-9a9484b8a479,IL,Person,,100,review_needed,Candidate needs manual review.,Gavri Banai,Q6813198,Israel,Jerusalem,Israel,https://en.wikipedia.org/wiki/Gavri_Banai
John of Damascus,St. John of Damascus,82d28810-228b-463e-91c9-81d8beadfdfb,,Person,,100,auto_accept,High score and strong name similarity.,John of Damascus,Q51884,Syria,Damascus,Umayyad Caliphate,https://en.wikipedia.org/wiki/John_of_Damascus
Khaled,Khaled,b4a479aa-4384-4acf-88b0-dee9188faeb5,DZ,Person,Algerian raï singer‐songwriter,100,auto_accept,Very high score and near-exact name match.,Khaled,Q312609,Syria,,France,https://en.wikipedia.org/wiki/Khaled_(musician)
Romanos the Melodist,Saint Romanos the Melodist,ce2f72e2-e2a6-41dc-8ab0-ffe602e0cb02,,Person,,100,auto_accept,High score and strong name similarity.,Romanos the Melodist,Q221059,Syria,Homs,Byzantine Empire,https://en.wikipedia.org/wiki/Romanos_the_Melodist
Rachid Taha,Rachid Taha,04dd1f61-c21b-4d6a-b110-55b3c1309fa0,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Rachid Taha,Q502990,Syria,,Algeria,https://en.wikipedia.org/wiki/Rachid_Taha
Farid al-Atrash,فريد الأطرش,810c7829-2e33-4dd9-876b-77a3d0ce1c2d,EG,Person,,100,review_needed,Candidate needs manual review.,Farid al-Atrash,Q1391669,Syria,Suwayda,Egypt,https://en.wikipedia.org/wiki/Farid_al-Atrash
Asmahan,Asmahan,04339849-b79b-4c0b-93bb-a5bc9e217d31,EG,Person,,100,auto_accept,Very high score and near-exact name match.,Asmahan,Q1766092,Syria,Syria,Kingdom of Egypt,https://en.wikipedia.org/wiki/Asmahan
Sabah Fakhri,فرقة صباح فخري,62efbf13-8f4d-4ad2-a2ac-33ddf3caad70,,Group,,100,review_needed,Candidate needs manual review.,Sabah Fakhri,Q984486,Syria,,Second Syrian Republic,https://en.wikipedia.org/wiki/Sabah_Fakhri
Andrew of Crete,Andrew of Crete,d632c2cb-66a9-457c-a7c3-b1b077308afc,GR,Person,,100,auto_accept,Very high score and near-exact name match.,Andrew of Crete,Q372688,Syria,,Byzantine Empire,https://en.wikipedia.org/wiki/Andrew_of_Crete
Assala,أصالة,94bf8ccf-61ea-4aa7-a273-b22184aa718a,SY,Person,female arabic vocalist,100,review_needed,Candidate is disambiguated and should be checked manually.,Assala,Q2353139,Syria,,Riyadh,https://en.wikipedia.org/wiki/Assala
George Wassouf,George Wassouf,67541793-5159-4f0d-a3a0-6b96163933f3,SY,Person,,100,auto_accept,Very high score and near-exact name match.,George Wassouf,Q1009512,Syria,Tartus Governorate,Syria,https://en.wikipedia.org/wiki/George_Wassouf
Omar Souleyman,عمر سليمان,09f79b92-fd07-482a-88d9-a335240ebb7f,SY,Person,,100,review_needed,Candidate needs manual review.,Omar Souleyman,Q619303,Syria,Ras al-Ayn,Syria,https://en.wikipedia.org/wiki/Omar_Souleyman
Cheba Zahouania,Chaba Zahouania,cfa88bb0-2801-437b-b626-eaaf83081ad7,DZ,Person,,100,auto_accept,High score and strong name similarity.,Cheba Zahouania,Q444179,Syria,,Algeria,https://en.wikipedia.org/wiki/Cheba_Zahouania
Cheb Hasni,Cheb Hasni,4f1370f3-3c3b-48e0-997e-a00fdcab7955,DZ,Person,Algerian raï singer,100,auto_accept,Very high score and near-exact name match.,Cheb Hasni,Q983496,Syria,,Algeria,https://en.wikipedia.org/wiki/Cheb_Hasni
Ibn al-Jazari,Ibn al Rabin,02da34cb-e186-4ce4-947e-84ea9e3e0003,,Person,,100,review_needed,Candidate needs manual review.,Ibn al-Jazari,Q4120093,Syria,,,https://en.wikipedia.org/wiki/Ibn_al-Jazari
Aram Tigran,Aram Tîgran,94b555b1-7693-41e0-bd05-0faf27fd1172,,Person,,100,auto_accept,High score and strong name similarity.,Aram Tigran,Q625702,Syria,Qamishli,Syria,https://en.wikipedia.org/wiki/Aram_Tigran
Samira Tawfiq,سميرة توفيق,91d50161-5cfb-4ffe-9361-0494e2bc0916,LB,Person,Samira Tawfiq,100,review_needed,Candidate is disambiguated and should be checked manually.,Samira Tawfiq,Q1827274,Syria,"Umm Haratayn, al-Suwayda",Lebanon,https://en.wikipedia.org/wiki/Samira_Tewfik
Faia Younan,Faia Younan,a3614fb9-65a1-47df-aff5-b882a3f3808a,,,,100,auto_accept,Very high score and near-exact name match.,Faia Younan,Q28531431,Syria,Al-Malikiyah,Sweden,https://en.wikipedia.org/wiki/Faia_Younan
Lena Chamamyan,Lena Chamamyan,6bba0cc9-74c4-4a83-8171-a225726e9644,SY,Person,,100,auto_accept,Very high score and near-exact name match.,Lena Chamamyan,Q2583955,Syria,,Paris,https://en.wikipedia.org/wiki/Lena_Chamamyan
Ahmed Mekky,أحمد مكي,b924b398-0344-4782-818e-d558870d0c40,EG,Person,,100,review_needed,Candidate needs manual review.,Ahmed Mekky,Q4164801,Syria,,Egypt,https://en.wikipedia.org/wiki/Ahmed_Mekky
Mayada El Hennawy,ميادة الحناوي,3cafc2cc-4f81-44e8-83b9-b374388428b2,SY,Person,,100,review_needed,Candidate needs manual review.,Mayada El Hennawy,Q6875539,Syria,,Syria,https://en.wikipedia.org/wiki/Mayada_El_Hennawy
Étienne Daho,Étienne Daho,1e0de31c-4957-4649-9aa3-7b0f1d9d2c84,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Étienne Daho,Q289556,Syria,,Q136736500,https://en.wikipedia.org/wiki/%C3%89tienne_Daho
Berthe Bénichou-Aboulker,Fabrice Aboulker,24c1b502-6747-499e-b681-e297f3870247,FR,Person,,100,review_needed,Candidate needs manual review.,Berthe Bénichou-Aboulker,Q18191462,Syria,,France,https://en.wikipedia.org/wiki/Berthe_B%C3%A9nichou-Aboulker
Badia Masabni,Badi'ah Masabni Orchestra,2cb08dee-2927-425a-870f-2c8530eb4b92,,Group,,100,review_needed,Candidate needs manual review.,Badia Masabni,Q8239618,Syria,,Lebanon,https://en.wikipedia.org/wiki/Badia_Masabni
Ciwan Haco,Ciwan Haco,4c59b128-ffc0-420c-bd60-9627f1d03701,SE,Person,,100,auto_accept,Very high score and near-exact name match.,Ciwan Haco,Q983118,Syria,Qamishli,Syria,https://en.wikipedia.org/wiki/Ciwan_Haco
Avraam Russo,Авраам Руссо,723cd66f-bfa5-4aa4-b8ff-ec01d974c3db,RU,Person,,100,review_needed,Candidate needs manual review.,Avraam Russo,Q782986,Syria,,Russia,https://en.wikipedia.org/wiki/Avraam_Russo
Guy Mardel,Guy Mardel,37631c7b-7cbd-4446-b6fe-c8accc9d5ccf,FR,Person,,100,auto_accept,Very high score and near-exact name match.,Guy Mardel,Q541136,Syria,,Jerusalem,https://en.wikipedia.org/wiki/Guy_Mardel
Chaba Fadela,شابة فظيلة,6f2176ba-4696-4a11-8e5e-392b7a8688b2,DZ,Person,Algerian raï musician & actress,100,review_needed,Candidate is disambiguated and should be checked manually.,Chaba Fadela,Q544096,Syria,,Algeria,https://en.wikipedia.org/wiki/Chaba_Fadela
Paul Baghdadlian,Paul McCartney,ba550d0e-adac-4864-b88b-407cab5e76af,GB,Person,The Beatles,100,review_needed,Candidate is disambiguated and should be checked manually.,Paul Baghdadlian,Q2945095,Syria,,Los Angeles,https://en.wikipedia.org/wiki/Paul_Baghdadlian
