name,wikidata_id,origin_country,birth_place,current_residence,wiki_url
John Coltrane,Q7346,Syria,Hamlet,Hamlet,https://en.wikipedia.org/wiki/John_Coltrane
Lenny Kravitz,Q180224,Syria,New York City,United States,https://en.wikipedia.org/wiki/Lenny_Kravitz
Hailee Steinfeld,Q231726,Syria,Tarzana,Encino,https://en.wikipedia.org/wiki/Hailee_Steinfeld
Sean Combs,Q216936,Syria,Harlem,United States,https://en.wikipedia.org/wiki/Sean_Combs
Dizzy Gillespie,Q49575,Syria,Cheraw,United States,https://en.wikipedia.org/wiki/Dizzy_Gillespie
Little Richard,Q82222,Syria,Macon,United States,https://en.wikipedia.org/wiki/Little_Richard
Queen Latifah,Q1112005,Syria,Newark,Beverly Hills,https://en.wikipedia.org/wiki/Queen_Latifah
Angela Bassett,Q232120,Syria,New York City,Los Angeles,https://en.wikipedia.org/wiki/Angela_Bassett
Slash,Q34166,Syria,Stoke-on-Trent,Encino,https://en.wikipedia.org/wiki/Slash_(musician)
Tracy Chapman,Q187814,Syria,Cleveland,United States,https://en.wikipedia.org/wiki/Tracy_Chapman
Etta James,Q182725,Syria,Los Angeles,United States,https://en.wikipedia.org/wiki/Etta_James
Steve Harvey,Q2347009,Syria,Welch,United States,https://en.wikipedia.org/wiki/Steve_Harvey
Scott Joplin,Q191499,Syria,Bowie County,United States,https://en.wikipedia.org/wiki/Scott_Joplin
Hattie McDaniel,Q228904,Syria,Wichita,United States,https://en.wikipedia.org/wiki/Hattie_McDaniel
Gloria Gaynor,Q228918,Syria,Newark,United States,https://en.wikipedia.org/wiki/Gloria_Gaynor
Pharrell Williams,Q14313,Syria,Virginia Beach,United States,https://en.wikipedia.org/wiki/Pharrell_Williams
Thelonious Monk,Q109612,Syria,Rocky Mount,New Jersey,https://en.wikipedia.org/wiki/Thelonious_Monk
Muddy Waters,Q220707,Syria,Issaquena County,United States,https://en.wikipedia.org/wiki/Muddy_Waters
Jada Pinkett Smith,Q228787,Syria,Baltimore,United States,https://en.wikipedia.org/wiki/Jada_Pinkett_Smith
Fats Domino,Q209586,Syria,New Orleans,New Orleans,https://en.wikipedia.org/wiki/Fats_Domino
John Lee Hooker,Q44570,Syria,Clarksdale,United States,https://en.wikipedia.org/wiki/John_Lee_Hooker
Herbie Hancock,Q105875,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Herbie_Hancock
George Floyd,Q95677819,Syria,Fayetteville,Minneapolis,https://en.wikipedia.org/wiki/George_Floyd
Robert Johnson,Q192133,Syria,Hazlehurst,United States,https://en.wikipedia.org/wiki/Robert_Johnson
Natalie Cole,Q231942,Syria,Los Angeles,United States,https://en.wikipedia.org/wiki/Natalie_Cole
Sam Cooke,Q295919,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Sam_Cooke
Jean-Michel Basquiat,Q155407,Syria,Brooklyn,Abidjan,https://en.wikipedia.org/wiki/Jean-Michel_Basquiat
Otis Redding,Q217839,Syria,Dawson,United States,https://en.wikipedia.org/wiki/Otis_Redding
Bessie Smith,Q93349,Syria,Chattanooga,United States,https://en.wikipedia.org/wiki/Bessie_Smith
Vanessa Williams,Q202801,Syria,The Bronx,Chappaqua,https://en.wikipedia.org/wiki/Vanessa_Williams
Isaac Hayes,Q206439,Syria,Covington,United States,https://en.wikipedia.org/wiki/Isaac_Hayes
Count Basie,Q107008,Syria,Red Bank,Red Bank,https://en.wikipedia.org/wiki/Count_Basie
Marian Anderson,Q231923,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Marian_Anderson
Zoë Kravitz,Q227129,Syria,Los Angeles,United States,https://en.wikipedia.org/wiki/Zo%C3%AB_Kravitz
Lena Horne,Q112307,Syria,New York City,Brooklyn,https://en.wikipedia.org/wiki/Lena_Horne
Ornette Coleman,Q208797,Syria,Fort Worth,United States,https://en.wikipedia.org/wiki/Ornette_Coleman
Brandy Norwood,Q690974,Syria,McComb,United States,https://en.wikipedia.org/wiki/Brandy_Norwood
Mahalia Jackson,Q206466,Syria,New Orleans,United States,https://en.wikipedia.org/wiki/Mahalia_Jackson
Eazy-E,Q36804,Syria,Compton,United States,https://en.wikipedia.org/wiki/Eazy-E
Lil Nas X,Q62591281,Syria,Lithia Springs,United States,https://en.wikipedia.org/wiki/Lil_Nas_X
Barry White,Q213647,Syria,Galveston,United States,https://en.wikipedia.org/wiki/Barry_White
Paul Robeson,Q273233,Syria,Princeton,Paul Robeson House,https://en.wikipedia.org/wiki/Paul_Robeson
Toni Braxton,Q155412,Syria,Severn,United States,https://en.wikipedia.org/wiki/Toni_Braxton
Mary J. Blige,Q228909,Syria,The Bronx,United States,https://en.wikipedia.org/wiki/Mary_J._Blige
The Game,Q189936,Syria,Compton,United States,https://en.wikipedia.org/wiki/The_Game_(rapper)
"Tyler, the Creator",Q167635,Syria,Los Angeles,United States,"https://en.wikipedia.org/wiki/Tyler,_the_Creator"
Grace Jones,Q450429,Syria,Spanish Town,Spanish Town,https://en.wikipedia.org/wiki/Grace_Jones
Roberta Flack,Q231484,Syria,Black Mountain,United States,https://en.wikipedia.org/wiki/Roberta_Flack
Rosario Dawson,Q228692,Syria,New York City,New York City,https://en.wikipedia.org/wiki/Rosario_Dawson
Ben E. King,Q356140,Syria,Henderson,United States,https://en.wikipedia.org/wiki/Ben_E._King
Dionne Warwick,Q234695,Syria,East Orange,United States,https://en.wikipedia.org/wiki/Dionne_Warwick
J. Cole,Q204018,Syria,Frankfurt,United States,https://en.wikipedia.org/wiki/J._Cole
Ike Turner,Q208871,Syria,Clarksdale,United States,https://en.wikipedia.org/wiki/Ike_Turner
Gregory Hines,Q367653,Syria,New York City,United States,https://en.wikipedia.org/wiki/Gregory_Hines
Sarah Vaughan,Q229513,Syria,Newark,United States,https://en.wikipedia.org/wiki/Sarah_Vaughan
Chaka Khan,Q229498,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Chaka_Khan
Charles Mingus,Q107432,Syria,Nogales,Arizona,https://en.wikipedia.org/wiki/Charles_Mingus
Janelle Monáe,Q234356,Syria,Kansas City,Atlanta,https://en.wikipedia.org/wiki/Janelle_Mon%C3%A1e
Art Tatum,Q109053,Syria,Toledo,Toledo,https://en.wikipedia.org/wiki/Art_Tatum
Sammy Davis Jr.,Q297816,Syria,New York City,United States,https://en.wikipedia.org/wiki/Sammy_Davis_Jr.
Keke Palmer,Q273044,Syria,Harvey,Robbins,https://en.wikipedia.org/wiki/Keke_Palmer
LL Cool J,Q52440,Syria,Queens,United States,https://en.wikipedia.org/wiki/LL_Cool_J
George Benson,Q348459,Syria,Pittsburgh,United States,https://en.wikipedia.org/wiki/George_Benson
Leontyne Price,Q233718,Syria,Laurel,New York City,https://en.wikipedia.org/wiki/Leontyne_Price
Dorothy Dandridge,Q229251,Syria,Cleveland,United States,https://en.wikipedia.org/wiki/Dorothy_Dandridge
Bill Withers,Q346565,Syria,Slab Fork,New York City,https://en.wikipedia.org/wiki/Bill_Withers
Wayne Shorter,Q317161,Syria,Newark,United States,https://en.wikipedia.org/wiki/Wayne_Shorter
Damian Lillard,Q622308,Syria,Oakland,United States,https://en.wikipedia.org/wiki/Damian_Lillard
Q299138,Q299138,Syria,Cleveland,United States,https://en.wikipedia.org/wiki/Kid_Cudi
Billy Preston,Q311450,Syria,Houston,United States,https://en.wikipedia.org/wiki/Billy_Preston
Maya Rudolph,Q236527,Syria,Gainesville,San Fernando Valley,https://en.wikipedia.org/wiki/Maya_Rudolph
Cab Calloway,Q273079,Syria,Rochester,United States,https://en.wikipedia.org/wiki/Cab_Calloway
Dexter Gordon,Q118116,Syria,Los Angeles,United States,https://en.wikipedia.org/wiki/Dexter_Gordon
Bo Diddley,Q208881,Syria,McComb,United States,https://en.wikipedia.org/wiki/Bo_Diddley
Diahann Carroll,Q240233,Syria,The Bronx,United States,https://en.wikipedia.org/wiki/Diahann_Carroll
Fats Waller,Q310476,Syria,New York City,United States,https://en.wikipedia.org/wiki/Fats_Waller
Solange Knowles,Q231228,Syria,Houston,New Orleans,https://en.wikipedia.org/wiki/Solange_Knowles
Jessye Norman,Q240937,Syria,Augusta,United States,https://en.wikipedia.org/wiki/Jessye_Norman
Ronald McNair,Q315730,Syria,Lake City,United States,https://en.wikipedia.org/wiki/Ronald_McNair
Chubby Checker,Q317254,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Chubby_Checker
Dinah Washington,Q229322,Syria,Tuscaloosa,United States,https://en.wikipedia.org/wiki/Dinah_Washington
Curtis Mayfield,Q310170,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Curtis_Mayfield
Sonny Rollins,Q299208,Syria,New York City,Harlem,https://en.wikipedia.org/wiki/Sonny_Rollins
Art Blakey,Q311715,Syria,Pittsburgh,United States,https://en.wikipedia.org/wiki/Art_Blakey
Sun Ra,Q354508,Syria,Birmingham,United States,https://en.wikipedia.org/wiki/Sun_Ra
Sidney Bechet,Q313519,Syria,New Orleans,United States,https://en.wikipedia.org/wiki/Sidney_Bechet
Q316872,Q316872,Syria,New York City,United States,https://en.wikipedia.org/wiki/Afrika_Bambaataa
Buddy Guy,Q314208,Syria,Lettsworth,United States,https://en.wikipedia.org/wiki/Buddy_Guy
Solomon Burke,Q49888,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Solomon_Burke
Wilson Pickett,Q312270,Syria,Prattville,United States,https://en.wikipedia.org/wiki/Wilson_Pickett
Howlin' Wolf,Q44780,Syria,Clay County,United States,https://en.wikipedia.org/wiki/Howlin%27_Wolf
Rick James,Q248207,Syria,Buffalo,United States,https://en.wikipedia.org/wiki/Rick_James
Max Roach,Q175899,Syria,New York City,United States,https://en.wikipedia.org/wiki/Max_Roach
Al Green,Q313260,Syria,Forrest City,United States,https://en.wikipedia.org/wiki/Al_Green
Coleman Hawkins,Q217812,Syria,St. Joseph,United States,https://en.wikipedia.org/wiki/Coleman_Hawkins
Lionel Hampton,Q313525,Syria,Louisville,United States,https://en.wikipedia.org/wiki/Lionel_Hampton
Wayne Brady,Q1397155,Syria,Columbus,Orlando,https://en.wikipedia.org/wiki/Wayne_Brady
Pearl Bailey,Q462118,Syria,Newport News,United States,https://en.wikipedia.org/wiki/Pearl_Bailey
Cannonball Adderley,Q110477,Syria,Tampa,United States,https://en.wikipedia.org/wiki/Cannonball_Adderley
Big Mama Thornton,Q237527,Syria,Ariton,United States,https://en.wikipedia.org/wiki/Big_Mama_Thornton
King Oliver,Q313368,Syria,New Orleans,United States,https://en.wikipedia.org/wiki/King_Oliver
Lester Young,Q110714,Syria,Woodville,Missouri,https://en.wikipedia.org/wiki/Lester_Young
Jelly Roll Morton,Q317128,Syria,New Orleans,United States,https://en.wikipedia.org/wiki/Jelly_Roll_Morton
Logic,Q6667429,Syria,Rockville,United States,https://en.wikipedia.org/wiki/Logic_(rapper)
Lead Belly,Q314310,Syria,Mooringsport,Louisiana,https://en.wikipedia.org/wiki/Lead_Belly
Romanos the Melodist,Q221059,Syria,Homs,Byzantine Empire,https://en.wikipedia.org/wiki/Romanos_the_Melodist
Johnny Nash,Q49735,Syria,Houston,United States,https://en.wikipedia.org/wiki/Johnny_Nash
Anita Baker,Q255697,Syria,Toledo,United States,https://en.wikipedia.org/wiki/Anita_Baker
Ahmad Jamal,Q379613,Syria,Pittsburgh,United States,https://en.wikipedia.org/wiki/Ahmad_Jamal
Louis Farrakhan,Q49075,Syria,The Bronx,Kenwood,https://en.wikipedia.org/wiki/Louis_Farrakhan
Debbie Allen,Q263501,Syria,Houston,United States,https://en.wikipedia.org/wiki/Debbie_Allen
Gordon Parks,Q365682,Syria,Fort Scott,Chicago,https://en.wikipedia.org/wiki/Gordon_Parks
Esperanza Spalding,Q238705,Syria,Portland,United States,https://en.wikipedia.org/wiki/Esperanza_Spalding
Jackie Wilson,Q181483,Syria,Detroit,United States,https://en.wikipedia.org/wiki/Jackie_Wilson
Phylicia Rashad,Q242739,Syria,Houston,United States,https://en.wikipedia.org/wiki/Phylicia_Rashad
Normani,Q28148022,Syria,Atlanta,United States,https://en.wikipedia.org/wiki/Normani
Gladys Knight,Q235952,Syria,Atlanta,United States,https://en.wikipedia.org/wiki/Gladys_Knight
Babyface,Q344983,Syria,Indianapolis,United States,https://en.wikipedia.org/wiki/Babyface_(musician)
Ma Rainey,Q239533,Syria,Columbus,Gertrude Ma Pridgett Rainey House,https://en.wikipedia.org/wiki/Ma_Rainey
Patti LaBelle,Q31013,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Patti_LaBelle
Wes Montgomery,Q298601,Syria,Indianapolis,United States,https://en.wikipedia.org/wiki/Wes_Montgomery
Odetta,Q237633,Syria,Birmingham,United States,https://en.wikipedia.org/wiki/Odetta
Benny Carter,Q356715,Syria,New York City,United States,https://en.wikipedia.org/wiki/Benny_Carter
Ethel Waters,Q242725,Syria,Chester,United States,https://en.wikipedia.org/wiki/Ethel_Waters
Roy Eldridge,Q376146,Syria,Pittsburgh,United States,https://en.wikipedia.org/wiki/Roy_Eldridge
Bobby Bland,Q541634,Syria,Rosemark,United States,https://en.wikipedia.org/wiki/Bobby_Bland
Taj Mahal,Q353023,Syria,New York City,United States,https://en.wikipedia.org/wiki/Taj_Mahal_(musician)
Bud Powell,Q312692,Syria,New York City,United States,https://en.wikipedia.org/wiki/Bud_Powell
W. C. Handy,Q352967,Syria,Florence,United States,https://en.wikipedia.org/wiki/W._C._Handy
Abbey Lincoln,Q231071,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Abbey_Lincoln
Albert King,Q44809,Syria,Indianola,United States,https://en.wikipedia.org/wiki/Albert_King
Freddie Hubbard,Q346762,Syria,Indianapolis,United States,https://en.wikipedia.org/wiki/Freddie_Hubbard
Sister Rosetta Tharpe,Q438106,Syria,Cotton Plant,Chicago,https://en.wikipedia.org/wiki/Sister_Rosetta_Tharpe
Cissy Houston,Q465702,Syria,Newark,United States,https://en.wikipedia.org/wiki/Cissy_Houston
H.E.R.,Q30639849,Syria,Vallejo,United States,https://en.wikipedia.org/wiki/H.E.R.
Richie Havens,Q505285,Syria,Brooklyn,United States,https://en.wikipedia.org/wiki/Richie_Havens
Son House,Q352999,Syria,Lyon,United States,https://en.wikipedia.org/wiki/Son_House
Willie Dixon,Q204092,Syria,Vicksburg,United States,https://en.wikipedia.org/wiki/Willie_Dixon
Jill Scott,Q232592,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Jill_Scott_(singer)
Bobbi Kristina Brown,Q18951229,Syria,Livingston,United States,https://en.wikipedia.org/wiki/Bobbi_Kristina_Brown
Barbara Hendricks,Q807482,Syria,Stephens,Arkansas,https://en.wikipedia.org/wiki/Barbara_Hendricks
Teddy Wilson,Q506052,Syria,Austin,United States,https://en.wikipedia.org/wiki/Teddy_Wilson
Horace Silver,Q365560,Syria,Norwalk,United States,https://en.wikipedia.org/wiki/Horace_Silver
Donald Byrd,Q362764,Syria,Detroit,United States,https://en.wikipedia.org/wiki/Donald_Byrd
Charley Patton,Q354519,Syria,Bolton,United States,https://en.wikipedia.org/wiki/Charley_Patton
Kenny Clarke,Q346779,Syria,Pittsburgh,United States,https://en.wikipedia.org/wiki/Kenny_Clarke
Faith Evans,Q236318,Syria,Lakeland,United States,https://en.wikipedia.org/wiki/Faith_Evans
Earl Hines,Q354883,Syria,Duquesne,United States,https://en.wikipedia.org/wiki/Earl_Hines
Ruth Brown,Q144669,Syria,Portsmouth,United States,https://en.wikipedia.org/wiki/Ruth_Brown
Mary Lou Williams,Q126677,Syria,Atlanta,United States,https://en.wikipedia.org/wiki/Mary_Lou_Williams
Maurice White,Q1295870,Syria,Memphis,United States,https://en.wikipedia.org/wiki/Maurice_White
McCoy Tyner,Q318619,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/McCoy_Tyner
Elvin Jones,Q357179,Syria,Pontiac,United States,https://en.wikipedia.org/wiki/Elvin_Jones
Carmen McRae,Q240371,Syria,Harlem,United States,https://en.wikipedia.org/wiki/Carmen_McRae
Nancy Wilson,Q467690,Syria,Chillicothe,United States,https://en.wikipedia.org/wiki/Nancy_Wilson_(jazz_singer)
Johnny Mathis,Q449612,Syria,San Francisco,Fillmore District,https://en.wikipedia.org/wiki/Johnny_Mathis
Solomon Northup,Q3489578,Syria,Minerva,United States,https://en.wikipedia.org/wiki/Solomon_Northup
Sidi Boushaki,Q19629001,Syria,Thénia,Béjaïa,https://en.wikipedia.org/wiki/Sidi_Boushaki
King Von,Q94579368,Syria,Chicago,United States,https://en.wikipedia.org/wiki/King_Von
Benny Golson,Q121535,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Benny_Golson
Billy Strayhorn,Q380626,Syria,Dayton,United States,https://en.wikipedia.org/wiki/Billy_Strayhorn
Archie Shepp,Q200791,Syria,Fort Lauderdale,United States,https://en.wikipedia.org/wiki/Archie_Shepp
Berry Gordy,Q355288,Syria,Detroit,United States,https://en.wikipedia.org/wiki/Berry_Gordy
Alice Coltrane,Q238243,Syria,Detroit,John Coltrane Home,https://en.wikipedia.org/wiki/Alice_Coltrane
Ron Carter,Q434593,Syria,Ferndale,New York City,https://en.wikipedia.org/wiki/Ron_Carter
Ben Webster,Q438460,Syria,Kansas City,United States,https://en.wikipedia.org/wiki/Ben_Webster
Eric Dolphy,Q367508,Syria,Los Angeles,United States,https://en.wikipedia.org/wiki/Eric_Dolphy
Polo G,Q62953486,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Polo_G
Yusef Lateef,Q539832,Syria,Chattanooga,United States,https://en.wikipedia.org/wiki/Yusef_Lateef
Dominic Fike,Q61906153,Syria,Naples,United States,https://en.wikipedia.org/wiki/Dominic_Fike
Pharoah Sanders,Q470617,Syria,Little Rock,United States,https://en.wikipedia.org/wiki/Pharoah_Sanders
Jimmy Smith,Q318948,Syria,Norristown,United States,https://en.wikipedia.org/wiki/Jimmy_Smith_(musician)
Jasmine Guy,Q448141,Syria,Boston,United States,https://en.wikipedia.org/wiki/Jasmine_Guy
Little Walter,Q380261,Syria,Marksville,United States,https://en.wikipedia.org/wiki/Little_Walter
T-Bone Walker,Q358538,Syria,Linden,United States,https://en.wikipedia.org/wiki/T-Bone_Walker
Clark Terry,Q432924,Syria,St. Louis,United States,https://en.wikipedia.org/wiki/Clark_Terry
Cecil Taylor,Q363908,Syria,New York City,United States,https://en.wikipedia.org/wiki/Cecil_Taylor
Albert Ayler,Q457125,Syria,Cleveland,United States,https://en.wikipedia.org/wiki/Albert_Ayler
Don Cherry,Q456180,Syria,Oklahoma City,United States,https://en.wikipedia.org/wiki/Don_Cherry_(trumpeter)
Clifford Brown,Q354490,Syria,Wilmington,New Orleans,https://en.wikipedia.org/wiki/Clifford_Brown
Buddy Bolden,Q436176,Syria,New Orleans,United States,https://en.wikipedia.org/wiki/Buddy_Bolden
Big Joe Turner,Q358350,Syria,Kansas City,United States,https://en.wikipedia.org/wiki/Big_Joe_Turner
Katherine Dunham,Q272637,Syria,Glen Ellyn,New York City,https://en.wikipedia.org/wiki/Katherine_Dunham
Davido,Q16234484,Syria,Atlanta,Nigeria,https://en.wikipedia.org/wiki/Davido
Asmahan,Q1766092,Syria,Syria,Kingdom of Egypt,https://en.wikipedia.org/wiki/Asmahan
Leslie Uggams,Q534925,Syria,New York City,United States,https://en.wikipedia.org/wiki/Leslie_Uggams
Don King,Q344977,Syria,Cleveland,United States,https://en.wikipedia.org/wiki/Don_King
Farid al-Atrash,Q1391669,Syria,Suwayda,Egypt,https://en.wikipedia.org/wiki/Farid_al-Atrash
Art Farmer,Q500464,Syria,Council Bluffs,United States,https://en.wikipedia.org/wiki/Art_Farmer
Erroll Garner,Q433912,Syria,Pittsburgh,United States,https://en.wikipedia.org/wiki/Erroll_Garner
J. J. Johnson,Q504915,Syria,Indianapolis,United States,https://en.wikipedia.org/wiki/J._J._Johnson
Jimmy Reed,Q435600,Syria,Dunleith,United States,https://en.wikipedia.org/wiki/Jimmy_Reed
George Duke,Q536322,Syria,San Rafael,United States,https://en.wikipedia.org/wiki/George_Duke
Roy Haynes,Q448235,Syria,Boston,United States,https://en.wikipedia.org/wiki/Roy_Haynes
Leslie Odom Jr.,Q18089198,Syria,Queens,United States,https://en.wikipedia.org/wiki/Leslie_Odom_Jr.
Louis Jordan,Q461011,Syria,Brinkley,United States,https://en.wikipedia.org/wiki/Louis_Jordan
Charlie Christian,Q356490,Syria,Bonham,United States,https://en.wikipedia.org/wiki/Charlie_Christian
Bobby Womack,Q388286,Syria,Cleveland,United States,https://en.wikipedia.org/wiki/Bobby_Womack
Mississippi John Hurt,Q382962,Syria,Teoc,United States,https://en.wikipedia.org/wiki/Mississippi_John_Hurt
Cassandra Wilson,Q239860,Syria,Jackson,New Orleans,https://en.wikipedia.org/wiki/Cassandra_Wilson
Betty Carter,Q465943,Syria,Flint,United States,https://en.wikipedia.org/wiki/Betty_Carter
Lou Rawls,Q455821,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Lou_Rawls
Junior Wells,Q542868,Syria,Memphis,United States,https://en.wikipedia.org/wiki/Junior_Wells
LaVern Baker,Q463184,Syria,Chicago,United States,https://en.wikipedia.org/wiki/LaVern_Baker
Alfonso Ribeiro,Q447691,Syria,Riverdale,Los Angeles,https://en.wikipedia.org/wiki/Alfonso_Ribeiro
Philip Michael Thomas,Q528839,Syria,Columbus,Windermere,https://en.wikipedia.org/wiki/Philip_Michael_Thomas
Milt Jackson,Q435665,Syria,Detroit,United States,https://en.wikipedia.org/wiki/Milt_Jackson
John Lewis,Q353943,Syria,La Grange,Albuquerque,https://en.wikipedia.org/wiki/John_Lewis_(pianist)
Otis Rush,Q711197,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Otis_Rush
Andrew of Crete,Q372688,Syria,Damascus,Byzantine Empire,https://en.wikipedia.org/wiki/Andrew_of_Crete
Sabah Fakhri,Q984486,Syria,Aleppo,Second Syrian Republic,https://en.wikipedia.org/wiki/Sabah_Fakhri
Big Bill Broonzy,Q449239,Syria,Scott County,United States,https://en.wikipedia.org/wiki/Big_Bill_Broonzy
Koko Taylor,Q232819,Syria,Memphis,United States,https://en.wikipedia.org/wiki/Koko_Taylor
Hank Jones,Q447907,Syria,Vicksburg,United States,https://en.wikipedia.org/wiki/Hank_Jones
Skip James,Q380289,Syria,Bentonia,United States,https://en.wikipedia.org/wiki/Skip_James
Della Reese,Q238361,Syria,Black Bottom,United States,https://en.wikipedia.org/wiki/Della_Reese
Luiz Gonzaga,Q982314,Syria,Exu,Brazil,https://en.wikipedia.org/wiki/Luiz_Gonzaga
"Grover Washington, Jr.",Q463678,Syria,Buffalo,United States,https://en.wikipedia.org/wiki/Grover_Washington_Jr.
Fletcher Henderson,Q505559,Syria,Cuthbert,United States,https://en.wikipedia.org/wiki/Fletcher_Henderson
James Weldon Johnson,Q478450,Syria,Jacksonville,United States,https://en.wikipedia.org/wiki/James_Weldon_Johnson
Lightnin' Hopkins,Q435552,Syria,Centerville,United States,https://en.wikipedia.org/wiki/Lightnin%27_Hopkins
Blind Lemon Jefferson,Q45001,Syria,Coutchman,United States,https://en.wikipedia.org/wiki/Blind_Lemon_Jefferson
Grandmaster Flash,Q506900,Syria,Bridgetown,New York City,https://en.wikipedia.org/wiki/Grandmaster_Flash
Allen Toussaint,Q963044,Syria,New Orleans,New Orleans,https://en.wikipedia.org/wiki/Allen_Toussaint
Charley Pride,Q1066772,Syria,Sledge,United States,https://en.wikipedia.org/wiki/Charley_Pride
Memphis Minnie,Q464728,Syria,Louisiana,United States,https://en.wikipedia.org/wiki/Memphis_Minnie
Rahsaan Roland Kirk,Q553921,Syria,Columbus,United States,https://en.wikipedia.org/wiki/Rahsaan_Roland_Kirk
Pinetop Perkins,Q458229,Syria,Humphreys County,United States,https://en.wikipedia.org/wiki/Pinetop_Perkins
Sonny Terry,Q781878,Syria,Greensboro,United States,https://en.wikipedia.org/wiki/Sonny_Terry
Donny Hathaway,Q507864,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Donny_Hathaway
Kid Ory,Q441399,Syria,LaPlace,United States,https://en.wikipedia.org/wiki/Kid_Ory
Assala,Q2353139,Syria,,Riyadh,https://en.wikipedia.org/wiki/Assala
Malcolm-Jamal Warner,Q1349215,Syria,Jersey City,United States,https://en.wikipedia.org/wiki/Malcolm-Jamal_Warner
Kathleen Battle,Q241263,Syria,Portsmouth,United States,https://en.wikipedia.org/wiki/Kathleen_Battle
Fats Navarro,Q711198,Syria,Key West,United States,https://en.wikipedia.org/wiki/Fats_Navarro
James P. Johnson,Q550541,Syria,New Brunswick,United States,https://en.wikipedia.org/wiki/James_P._Johnson
Tommy Flanagan,Q498723,Syria,Detroit,United States,https://en.wikipedia.org/wiki/Tommy_Flanagan_(musician)
Arthur Crudup,Q709044,Syria,Forest,United States,https://en.wikipedia.org/wiki/Arthur_Crudup
Paul Chambers,Q541659,Syria,Pittsburgh,United States,https://en.wikipedia.org/wiki/Paul_Chambers
Kenny Burrell,Q255355,Syria,Detroit,United States,https://en.wikipedia.org/wiki/Kenny_Burrell
Sonny Boy Williamson II,Q454692,Syria,Glendora,United States,https://en.wikipedia.org/wiki/Sonny_Boy_Williamson_II
Elizabeth Cotten,Q454320,Syria,Chapel Hill,United States,https://en.wikipedia.org/wiki/Elizabeth_Cotten
Adelaide Hall,Q293087,Syria,New York City,United States,https://en.wikipedia.org/wiki/Adelaide_Hall
Philly Joe Jones,Q709873,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Philly_Joe_Jones
Dooley Wilson,Q908998,Syria,Tyler,United States,https://en.wikipedia.org/wiki/Dooley_Wilson
Ellis Marsalis Jr.,Q487043,Syria,New Orleans,New Orleans,https://en.wikipedia.org/wiki/Ellis_Marsalis_Jr.
D4vd,Q114498066,Syria,Queens,United States,https://en.wikipedia.org/wiki/D4vd
Johnny Hodges,Q455176,Syria,Cambridge,United States,https://en.wikipedia.org/wiki/Johnny_Hodges
Oliver Nelson,Q720687,Syria,St. Louis,United States,https://en.wikipedia.org/wiki/Oliver_Nelson
Chico Hamilton,Q495781,Syria,Los Angeles,United States,https://en.wikipedia.org/wiki/Chico_Hamilton
Kenny Dorham,Q498729,Syria,Fairfield,United States,https://en.wikipedia.org/wiki/Kenny_Dorham
Memphis Slim,Q1068404,Syria,Memphis,Memphis,https://en.wikipedia.org/wiki/Memphis_Slim
Sylvia Robinson,Q2346186,Syria,Harlem,United States,https://en.wikipedia.org/wiki/Sylvia_Robinson
Thad Jones,Q539883,Syria,Pontiac,United States,https://en.wikipedia.org/wiki/Thad_Jones
Nat Adderley,Q499649,Syria,Tampa,United States,https://en.wikipedia.org/wiki/Nat_Adderley
Leroy Carr,Q729444,Syria,Nashville,United States,https://en.wikipedia.org/wiki/Leroy_Carr
Booker T. Jones,Q703767,Syria,Memphis,United States,https://en.wikipedia.org/wiki/Booker_T._Jones
Chick Webb,Q505749,Syria,Baltimore,United States,https://en.wikipedia.org/wiki/Chick_Webb
Andraé Crouch,Q493028,Syria,Los Angeles,United States,https://en.wikipedia.org/wiki/Andra%C3%A9_Crouch
Jo Jones,Q125686,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Jo_Jones
Billy Paul,Q863212,Syria,Philadelphia,United States,https://en.wikipedia.org/wiki/Billy_Paul
Nell Carter,Q271840,Syria,Birmingham,United States,https://en.wikipedia.org/wiki/Nell_Carter
Johnny Griffin,Q708439,Syria,Chicago,United States,https://en.wikipedia.org/wiki/Johnny_Griffin
Sonny Stitt,Q502311,Syria,Boston,United States,https://en.wikipedia.org/wiki/Sonny_Stitt
Shirley Horn,Q270893,Syria,"Washington, D.C.",United States,https://en.wikipedia.org/wiki/Shirley_Horn
Percy Heath,Q981283,Syria,Wilmington,United States,https://en.wikipedia.org/wiki/Percy_Heath
